account,out_degree,in_degree,total_degree,component_size
C1597894828,1,0,1,4
C561344873,1,0,1,2
M1416430956,0,1,1,2
C1717911569,1,0,1,2
C929540599,0,1,1,2
C1605794548,1,0,1,2
M2014639713,0,1,1,2
C57103911,1,0,1,3
C1668984556,1,0,1,2
C1198792243,0,1,1,2
C984091883,1,0,1,2
C558410857,0,1,1,2
C249152776,1,0,1,2
C1663705109,0,1,1,2
C652151672,1,0,1,2
M1111475282,0,1,1,2
C125296437,1,0,1,3
C169143507,1,0,1,3
C1554942228,1,0,1,2
C1317437403,0,1,1,2
C626483761,1,0,1,2
C242873577,0,1,1,2
C1278270038,1,0,1,2
M331288012,0,1,1,2
C286754487,1,0,1,2
C1476860810,0,1,1,2
C1419336156,1,0,1,3
C1654559339,1,0,1,2
M717773567,0,1,1,2
C1961077107,1,0,1,2
C1424795147,0,1,1,2
C986981039,1,0,1,2
C229191212,0,1,1,2
C1560331015,1,0,1,2
M1454828419,0,1,1,2
C38828390,1,0,1,2
M90504237,0,1,1,2
C1239261380,1,0,1,2
C474579153,0,1,1,2
C205240684,1,0,1,2
C1837145358,0,1,1,2
C444372448,1,0,1,3
C2072786459,1,0,1,2
C1329798574,0,1,1,2
C1881599060,1,0,1,3
C1078131722,1,0,1,3
C1793680525,1,0,1,3
C1732248506,1,0,1,2
M797317801,0,1,1,2
C237110578,1,0,1,2
C1509410464,0,1,1,2
C1893707545,1,0,1,2
C1678015600,0,1,1,2
C2051577874,1,0,1,2
M526867421,0,1,1,2
C1109842211,1,0,1,5
C1355399867,1,0,1,2
C934443721,0,1,1,2
C314582625,1,0,1,2
C657233841,0,1,1,2
C633000028,1,0,1,2
C1494247675,0,1,1,2
C35543343,1,0,1,4
C1164076412,1,0,1,2
C85836641,0,1,1,2
C697775937,1,0,1,2
C1109359917,0,1,1,2
C1446865292,1,0,1,2
C2121572894,0,1,1,2
C2004152020,1,0,1,2
M352734032,0,1,1,2
C248030060,1,0,1,3
C1501747921,1,0,1,2
C610685609,0,1,1,2
C583214500,1,0,1,4
C76274225,1,0,1,2
M1358734839,0,1,1,2
C312165759,1,0,1,5
C973221577,1,0,1,4
C1333914270,1,0,1,2
M1640011963,0,1,1,2
C333950444,1,0,1,3
C208363052,1,0,1,2
C374755724,0,1,1,2
C2127567649,1,0,1,2
C1581752729,0,1,1,2
C431193132,1,0,1,2
C1059579339,0,1,1,2
C2119046896,1,0,1,2
M1193794841,0,1,1,2
C1905591189,1,0,1,2
C1579782442,0,1,1,2
C188260348,1,0,1,2
C404461074,0,1,1,2
C1288411639,1,0,1,2
C1802923145,0,1,1,2
C265900524,1,0,1,2
M561686093,0,1,1,2
C646937132,1,0,1,2
C338006942,0,1,1,2
C772335749,1,0,1,2
M938009848,0,1,1,2
C2133376130,1,0,1,2
M871369775,0,1,1,2
C549705979,1,0,1,2
M1778075948,0,1,1,2
C860801279,1,0,1,3
C357211867,1,0,1,2
M1203350264,0,1,1,2
C864016450,1,0,1,2
C2031805626,0,1,1,2
C2126037431,1,0,1,2
C873772407,0,1,1,2
C1076380775,1,0,1,4
C1758026506,1,0,1,2
C121521821,0,1,1,2
C790437959,1,0,1,2
C264768359,0,1,1,2
C1299387088,1,0,1,3
C1548801239,1,0,1,2
C933142505,0,1,1,2
C290311206,1,0,1,2
C514843164,0,1,1,2
C196554849,1,0,1,5
C134908251,1,0,1,3
C1549896397,1,0,1,3
C543186801,1,0,1,3
C562742980,1,0,1,2
C502478015,0,1,1,2
C985315538,1,0,1,2
C157249843,0,1,1,2
C279728787,1,0,1,2
C1228331853,0,1,1,2
C784036317,1,0,1,3
C118171683,1,0,1,2
M383324899,0,1,1,2
C1455866741,1,0,1,3
C700422764,1,0,1,3
C53811005,1,0,1,2
C214419099,0,1,1,2
C478090073,1,0,1,2
M87580460,0,1,1,2
C1422518094,1,0,1,6
C1177411861,1,0,1,2
C865667535,0,1,1,2
C1944384793,1,0,1,2
M875519670,0,1,1,2
C675219952,1,0,1,2
M949125389,0,1,1,2
C1897994824,1,0,1,2
C316608736,0,1,1,2
C1388362522,1,0,1,3
C886895900,1,0,1,2
M2021433334,0,1,1,2
C2035570700,1,0,1,2
C117697368,0,1,1,2
C2029009284,1,0,1,2
M255880856,0,1,1,2
C1517297041,1,0,1,2
M1844814491,0,1,1,2
C239464821,1,0,1,4
C777091811,1,0,1,2
M988152212,0,1,1,2
C736559871,1,0,1,2
C38146829,0,1,1,2
C1007648535,1,0,1,2
C151685470,0,1,1,2
C1591822506,1,0,1,3
C1004760884,1,0,1,2
M354122012,0,1,1,2
C660523556,1,0,1,2
M432203433,0,1,1,2
C603559904,1,0,1,2
C1113500141,0,1,1,2
C262221834,1,0,1,2
C894505517,0,1,1,2
C1321974647,1,0,1,3
C1494793864,1,0,1,2
C304517196,0,1,1,2
C1419337461,1,0,1,2
C1048679549,0,1,1,2
C1935546952,1,0,1,2
M1521076315,0,1,1,2
C1113511359,1,0,1,2
C1936655178,0,1,1,2
C2025144890,1,0,1,3
C1845280034,1,0,1,4
C355891034,1,0,1,2
C570917964,0,1,1,2
C386473917,1,0,1,3
C16388840,1,0,1,2
C1533138497,0,1,1,2
C1936599566,1,0,1,2
M702952750,0,1,1,2
C1761438566,1,0,1,5
C218088747,1,0,1,5
C1202968547,1,0,1,3
C553237028,1,0,1,4
C1720279061,1,0,1,4
C762583140,1,0,1,2
C240675910,0,1,1,2
C984060693,1,0,1,2
C902818838,0,1,1,2
C1559175788,1,0,1,3
C1651574427,1,0,1,3
C167297151,1,0,1,3
C1784549828,1,0,1,3
C778032405,1,0,1,2
M1688716229,0,1,1,2
C1442048085,1,0,1,2
C256005088,0,1,1,2
C2006674432,1,0,1,2
M474903004,0,1,1,2
C1153371959,1,0,1,2
C121899525,0,1,1,2
C487021422,1,0,1,2
C1077866972,0,1,1,2
C520322179,1,0,1,2
C1780839855,0,1,1,2
C1098568263,1,0,1,3
C1567728229,1,0,1,3
C1942043754,1,0,1,2
C1445048669,0,1,1,2
C877558354,1,0,1,2
C2062227283,0,1,1,2
C836961870,1,0,1,3
C539301024,1,0,1,4
C2081931603,1,0,1,2
C1070794571,0,1,1,2
C1461562140,1,0,1,4
C444577460,1,0,1,4
C178813510,1,0,1,3
C2073511746,1,0,1,2
C444113410,0,1,1,2
C1640135101,1,0,1,3
C944704064,1,0,1,2
C1570243139,0,1,1,2
C785285562,1,0,1,2
M459051380,0,1,1,2
C1721010589,1,0,1,2
C1193410382,0,1,1,2
C1104867640,1,0,1,2
M1594625622,0,1,1,2
C779338306,1,0,1,3
C1774420733,0,2,2,3
C1532348592,1,0,1,2
M273370447,0,1,1,2
C844410513,1,0,1,3
C1845102684,1,0,1,2
C391414121,0,1,1,2
C1107165008,1,0,1,3
C1875785738,1,0,1,2
C1937136819,0,1,1,2
C499355659,1,0,1,2
C1074109642,0,1,1,2
C1872742045,1,0,1,3
C1040870326,1,0,1,2
C1825051929,0,1,1,2
C1925757493,1,0,1,4
C220434503,1,0,1,2
M1939365283,0,1,1,2
C896639593,1,0,1,2
C524979013,0,1,1,2
C1248826112,1,0,1,2
M882308646,0,1,1,2
C1135008236,1,0,1,2
C1024508901,0,1,1,2
C113576171,1,0,1,2
M1070698558,0,1,1,2
C1249340874,1,0,1,5
C287021269,1,0,1,2
C1257083274,0,1,1,2
C108643863,1,0,1,2
C1693759581,0,1,1,2
C398840086,1,0,1,3
C1726382473,1,0,1,2
M1195150826,0,1,1,2
C936240438,1,0,1,2
C983418354,0,1,1,2
C1098719870,1,0,1,2
M1273592801,0,1,1,2
C1654242239,1,0,1,2
C1147240009,0,1,1,2
C1789142019,1,0,1,4
C1428757889,1,0,1,2
M346963431,0,1,1,2
C1914884641,1,0,1,2
M988753328,0,1,1,2
C647082054,1,0,1,2
M417646668,0,1,1,2
C1697349893,1,0,1,2
M2043088205,0,1,1,2
C70622220,1,0,1,2
C1196771778,0,1,1,2
C1727252747,1,0,1,3
C534820296,1,0,1,4
C1274324636,1,0,1,2
M645073237,0,1,1,2
C2043363009,1,0,1,2
M1354678991,0,1,1,2
C749894566,1,0,1,2
M662353592,0,1,1,2
C1973591396,1,0,1,2
M435553002,0,1,1,2
C22524037,1,0,1,3
C773962649,1,0,1,2
M2114660981,0,1,1,2
C118291997,1,0,1,2
M1876120261,0,1,1,2
C1861950490,1,0,1,2
C1512372709,0,1,1,2
C1340074175,1,0,1,3
C1183494449,1,0,1,6
C1698593410,1,0,1,2
M1605843078,0,1,1,2
C1931584543,1,0,1,3
C1790642934,1,0,1,3
C483104564,1,0,1,2
C904765844,0,1,1,2
C344464113,1,0,1,2
M860119583,0,1,1,2
C723032366,1,0,1,2
M1525141356,0,1,1,2
C2052319882,1,0,1,2
M1630488391,0,1,1,2
C1717977257,1,0,1,3
C1722267327,1,0,1,7
C1824511376,1,0,1,2
C1169973167,0,1,1,2
C1177093162,1,0,1,2
C2048725589,0,1,1,2
C730967727,1,0,1,2
C1439128256,0,1,1,2
C1117726298,1,0,1,2
M1637807001,0,1,1,2
C375488134,1,0,1,2
M697619336,0,1,1,2
C1815592526,1,0,1,3
C563900507,1,0,1,3
C1811633840,1,0,1,2
M1721791938,0,1,1,2
C831114535,1,0,1,2
M791374938,0,1,1,2
C1902931955,1,0,1,2
C757962168,0,1,1,2
C237399277,1,0,1,2
C1936957606,0,1,1,2
C1415388920,1,0,1,2
M292549764,0,1,1,2
C215929135,1,0,1,5
C1794861202,1,0,1,2
C1695209254,0,1,1,2
C144470653,1,0,1,2
M831827706,0,1,1,2
C1020072278,1,0,1,2
M826413686,0,1,1,2
C949519668,1,0,1,2
C1488565008,0,1,1,2
C292235607,1,0,1,3
C192465576,1,0,1,2
M1664129293,0,1,1,2
C1552135895,1,0,1,2
M1024547747,0,1,1,2
C1315828286,1,0,1,5
C1547725994,1,0,1,2
M317653811,0,1,1,2
C1681047684,1,0,1,2
C1613796724,0,1,1,2
C1782055223,1,0,1,3
C1895705391,1,0,1,3
C2077950352,1,0,1,2
C1127186615,0,1,1,2
C722945024,1,0,1,3
C1296595540,1,0,1,2
C555330178,0,1,1,2
C1843046661,1,0,1,2
C2012464463,0,1,1,2
C433954525,1,0,1,2
C1254660468,0,1,1,2
C1576161291,1,0,1,2
C1490841044,0,1,1,2
C1024070781,1,0,1,2
C1748096565,0,1,1,2
C456350593,1,0,1,2
C838712329,0,1,1,2
C2067131827,1,0,1,4
C791959392,1,0,1,7
C1982410025,1,0,1,2
M1427717210,0,1,1,2
C1469155464,1,0,1,2
C341736551,0,1,1,2
C188256270,1,0,1,2
M31791636,0,1,1,2
C1838564680,1,0,1,2
C1801514300,0,1,1,2
C446558011,1,0,1,3
C214458437,1,0,1,2
C1093057003,0,1,1,2
C281170057,1,0,1,2
M68967589,0,1,1,2
C1284921521,1,0,1,3
C883888639,1,0,1,3
C426834563,1,0,1,2
C1195194841,0,1,1,2
C1267825738,1,0,1,2
C194755551,0,1,1,2
C1724464530,1,0,1,2
M1917130088,0,1,1,2
C688737363,1,0,1,2
C883927329,0,1,1,2
C360260572,1,0,1,2
M1026792357,0,1,1,2
C1990228328,1,0,1,4
C1719744760,1,0,1,2
M1543433826,0,1,1,2
C2146673685,1,0,1,2
M84850044,0,1,1,2
C1593684101,1,0,1,2
M243608701,0,1,1,2
C1054231810,1,0,1,5
C1549200206,1,0,1,2
M197016604,0,1,1,2
C1934496034,1,0,1,2
C217245380,0,1,1,2
C1649486526,1,0,1,2
C507480215,0,1,1,2
C2032178259,1,0,1,2
M745095644,0,1,1,2
C1145248103,1,0,1,2
M943242843,0,1,1,2
C1772634626,1,0,1,2
C1137523109,0,1,1,2
C845991014,1,0,1,2
M1714400763,0,1,1,2
C1781008206,1,0,1,2
M357243909,0,1,1,2
C1852759074,1,0,1,2
C125304020,0,1,1,2
C1538017540,1,0,1,2
M580923297,0,1,1,2
C1268529218,1,0,1,2
C1938169858,0,1,1,2
C389872329,1,0,1,2
M259826548,0,1,1,2
C526255839,1,0,1,2
M720539623,0,1,1,2
C488557027,1,0,1,2
M1564252239,0,1,1,2
C426405367,1,0,1,2
C1979439898,0,1,1,2
C83090236,1,0,1,4
C728010233,1,0,1,3
C122833642,1,0,1,2
C1826921014,0,1,1,2
C1237237941,1,0,1,2
M1567166243,0,1,1,2
C616217661,1,0,1,2
M695895034,0,1,1,2
C548518369,1,0,1,2
M586146735,0,1,1,2
C1623410326,1,0,1,2
C1458601801,0,1,1,2
C1154260214,1,0,1,4
C957603193,1,0,1,4
C2076382151,1,0,1,3
C890077293,1,0,1,2
M2133775809,0,1,1,2
C1218573472,1,0,1,2
M37909956,0,1,1,2
C513034564,1,0,1,2
M1422750580,0,1,1,2
C1261721211,1,0,1,2
C1624100588,0,1,1,2
C1832471178,1,0,1,2
M1125593617,0,1,1,2
C370971793,1,0,1,2
C509177029,0,1,1,2
C932499788,1,0,1,2
M932503184,0,1,1,2
C1638306960,1,0,1,2
M1503655246,0,1,1,2
C1968601009,1,0,1,2
C1509219790,0,1,1,2
C304895333,1,0,1,5
C1452424598,1,0,1,2
C144936800,0,1,1,2
C848243260,1,0,1,2
M578976721,0,1,1,2
C188746944,1,0,1,2
M1668204822,0,1,1,2
C1803899836,1,0,1,2
C308715006,0,1,1,2
C1027124100,1,0,1,2
C99843980,0,1,1,2
C714301060,1,0,1,3
C529399434,1,0,1,6
C964066457,1,0,1,2
M1256577975,0,1,1,2
C579286637,1,0,1,2
M1927500711,0,1,1,2
C535441128,1,0,1,4
C187985077,1,0,1,2
M1590005129,0,1,1,2
C893503725,1,0,1,4
C1136786269,1,0,1,2
C273125865,0,1,1,2
C2029445998,1,0,1,2
M1568132880,0,1,1,2
C31837038,1,0,1,2
C907665855,0,1,1,2
C679065236,1,0,1,2
M1676547775,0,1,1,2
C794873976,1,0,1,2
C1262944523,0,1,1,2
C1341252609,1,0,1,4
C1967385773,1,0,1,2
C702927559,0,1,1,2
C1103283101,1,0,1,3
C75962142,1,0,1,3
C352396299,1,0,1,3
C667378002,1,0,1,2
C1959966455,0,1,1,2
C1964148633,1,0,1,2
C671835874,0,1,1,2
C374465059,1,0,1,2
C459460842,0,1,1,2
C233976309,1,0,1,2
C1290856706,0,1,1,2
C1336309326,1,0,1,2
C146155357,0,1,1,2
C262445872,1,0,1,2
M1574531915,0,1,1,2
C1438130652,1,0,1,2
C377742168,0,1,1,2
C834043637,1,0,1,3
C582660008,1,0,1,2
C1925237540,0,1,1,2
C1161545434,1,0,1,2
M743094136,0,1,1,2
C1640704955,1,0,1,2
M341259102,0,1,1,2
C582865481,1,0,1,2
C1088844174,0,1,1,2
C1417239774,1,0,1,2
M1631705060,0,1,1,2
C1900818039,1,0,1,4
C343143032,1,0,1,2
C429082237,0,1,1,2
C634809887,1,0,1,3
C1525357904,0,2,2,3
C236971401,1,0,1,2
M43399592,0,1,1,2
C291992667,1,0,1,2
C2135356405,0,1,1,2
C2091610709,1,0,1,2
M403978263,0,1,1,2
C2127186607,1,0,1,2
M1525259526,0,1,1,2
C144976229,1,0,1,2
C1835732474,0,1,1,2
C1623049580,1,0,1,2
C669970157,0,1,1,2
C1508662936,1,0,1,3
C744630800,1,0,1,2
C824947258,0,1,1,2
C1049351523,1,0,1,2
C1587961052,0,1,1,2
C1774607459,1,0,1,2
C582377474,0,1,1,2
C1297620675,1,0,1,2
C1965810551,0,1,1,2
C1115999533,1,0,1,3
C1361212984,0,2,2,3
C914942131,1,0,1,2
C1462107450,0,1,1,2
C1573876966,1,0,1,2
C2146223750,0,1,1,2
C154762866,1,0,1,2
M667734738,0,1,1,2
C2127714127,1,0,1,2
M797791755,0,1,1,2
C63346613,1,0,1,2
C1836773648,0,1,1,2
C283139030,1,0,1,2
M1076387532,0,1,1,2
C1842339896,1,0,1,7
C1067721115,1,0,1,2
C133492165,0,1,1,2
C553776895,1,0,1,2
M1934951339,0,1,1,2
C1704663913,1,0,1,2
M938197011,0,1,1,2
C1984556841,1,0,1,2
C544590876,0,1,1,2
C1976531386,1,0,1,2
C1152006206,0,1,1,2
C169654963,1,0,1,3
C710287639,0,2,2,3
C940901745,1,0,1,2
C1977671664,0,1,1,2
C16056547,1,0,1,5
C361341135,1,0,1,4
C1802283810,1,0,1,2
C1050145992,0,1,1,2
C1510789070,1,0,1,4
C762650200,1,0,1,3
C707921711,1,0,1,2
M670529151,0,1,1,2
C584754614,1,0,1,5
C1947299206,1,0,1,2
C1583333027,0,1,1,2
C1465613487,1,0,1,2
C815185460,0,1,1,2
C1180135568,1,0,1,2
M1008159447,0,1,1,2
C1239522520,1,0,1,2
M1397003002,0,1,1,2
C608128052,1,0,1,2
C231427596,0,1,1,2
C1787116929,1,0,1,3
C1863146929,1,0,1,3
C1787328578,1,0,1,2
M1037123749,0,1,1,2
C298524229,1,0,1,5
C1883659061,1,0,1,2
C2130073768,0,1,1,2
C677568376,1,0,1,2
C423484963,0,1,1,2
C382935418,1,0,1,2
C1656309171,0,1,1,2
C651947659,1,0,1,2
C1128612976,0,1,1,2
C1447877433,1,0,1,2
M198068225,0,1,1,2
C1538984433,1,0,1,2
C1429430290,0,1,1,2
C492554632,1,0,1,3
C1764484135,1,0,1,2
M960816939,0,1,1,2
C923490067,1,0,1,2
C127068924,0,1,1,2
C1610396006,1,0,1,2
C1651134186,0,1,1,2
C1241479344,1,0,1,2
C130056534,0,1,1,2
C1985095025,1,0,1,2
C1972301,0,1,1,2
C1312186934,1,0,1,2
C1181965849,0,1,1,2
C1485596713,1,0,1,2
M2101624624,0,1,1,2
C1969529951,1,0,1,2
M1142336502,0,1,1,2
C741984490,1,0,1,3
C1572898618,1,0,1,2
C1253072166,0,1,1,2
C800732108,1,0,1,2
M1547583593,0,1,1,2
C1450770235,1,0,1,2
M1352463714,0,1,1,2
C1688618231,1,0,1,2
C138213562,0,1,1,2
C1071799155,1,0,1,2
C812745809,0,1,1,2
C1181259333,1,0,1,2
M145373835,0,1,1,2
C611020428,1,0,1,2
C1614872859,0,1,1,2
C1130274595,1,0,1,2
C946429583,0,1,1,2
C427615357,1,0,1,2
M1911110425,0,1,1,2
C736553245,1,0,1,2
M1269127657,0,1,1,2
C433936935,1,0,1,2
C237020244,0,1,1,2
C447113864,1,0,1,2
C21988429,0,1,1,2
C884473373,1,0,1,2
M738411779,0,1,1,2
C1665960272,1,0,1,4
C1778413594,1,0,1,2
M2124709859,0,1,1,2
C292881372,1,0,1,2
C31560721,0,1,1,2
C1261121287,1,0,1,3
C730101444,1,0,1,2
M1484663321,0,1,1,2
C911657212,1,0,1,4
C1257379463,1,0,1,2
M1715969737,0,1,1,2
C1015454174,1,0,1,2
M639606909,0,1,1,2
C99750912,1,0,1,2
C1776596790,0,1,1,2
C2031032991,1,0,1,2
M1693634056,0,1,1,2
C218329718,1,0,1,2
M81507778,0,1,1,2
C2069677455,1,0,1,2
M2124847275,0,1,1,2
C721869814,1,0,1,2
C154222485,0,1,1,2
C1852640638,1,0,1,4
C1978625209,1,0,1,3
C137842611,1,0,1,2
M259321882,0,1,1,2
C1248930709,1,0,1,2
M1835886706,0,1,1,2
C535084635,1,0,1,2
C1606004972,0,1,1,2
C1593451545,1,0,1,4
C246895537,1,0,1,2
M942562749,0,1,1,2
C1530150147,1,0,1,2
M1900342124,0,1,1,2
C668568559,1,0,1,2
M882053845,0,1,1,2
C586640474,1,0,1,2
C1706739614,0,1,1,2
C890613332,1,0,1,2
M500133942,0,1,1,2
C937325838,1,0,1,2
M2106324864,0,1,1,2
C1190750110,1,0,1,2
C1393536359,0,1,1,2
C1968399556,1,0,1,3
C712565798,1,0,1,2
M1066018466,0,1,1,2
C1151395034,1,0,1,2
C1428811005,0,1,1,2
C1747066068,1,0,1,3
C953734062,1,0,1,3
C1027554236,1,0,1,3
C303774144,1,0,1,4
C358300007,1,0,1,2
C1959320460,0,1,1,2
C1078296725,1,0,1,3
C983591583,1,0,1,2
M2061631689,0,1,1,2
C626198872,1,0,1,2
C34403520,0,1,1,2
C1640176740,1,0,1,2
M1397864087,0,1,1,2
C1076640475,1,0,1,2
C1478738248,0,1,1,2
C1767568507,1,0,1,2
M1594422080,0,1,1,2
C1908252468,1,0,1,2
M1459184298,0,1,1,2
C930727245,1,0,1,2
M1030526829,0,1,1,2
C1174471758,1,0,1,4
C1897936841,1,0,1,2
C1081861375,0,1,1,2
C1347314271,1,0,1,3
C554063265,1,0,1,2
C1305853631,0,1,1,2
C1753793707,1,0,1,2
C1511265161,0,1,1,2
C791639303,1,0,1,2
M127633677,0,1,1,2
C416191682,1,0,1,4
C502239319,1,0,1,2
M2036432419,0,1,1,2
C118089516,1,0,1,2
M311209666,0,1,1,2
C427727724,1,0,1,2
C1436136891,0,1,1,2
C820422866,1,0,1,3
C158428690,1,0,1,2
C197062270,0,1,1,2
C171527874,1,0,1,2
M2001432823,0,1,1,2
C1944595787,1,0,1,3
C572295741,1,0,1,2
M1028387930,0,1,1,2
C1344856956,1,0,1,2
C1285824954,0,1,1,2
C498162843,1,0,1,3
C1198270352,1,0,1,2
M1570738063,0,1,1,2
C1408213277,1,0,1,2
M428985105,0,1,1,2
C479913427,1,0,1,2
C1858244094,0,1,1,2
C295608519,1,0,1,7
C92271776,1,0,1,4
C1042287224,1,0,1,2
M2078048063,0,1,1,2
C542596323,1,0,1,2
M1814227317,0,1,1,2
C8450095,1,0,1,2
M925928293,0,1,1,2
C911326132,1,0,1,2
C1571136349,0,1,1,2
C1608708744,1,0,1,3
C206737682,0,2,2,3
C1863621078,1,0,1,3
C1699911288,1,0,1,2
M768982941,0,1,1,2
C1911671475,1,0,1,6
C1196901240,1,0,1,2
C2135949439,0,1,1,2
C654364375,1,0,1,3
C478573513,1,0,1,2
C1899928449,0,1,1,2
C1926659047,1,0,1,2
C287449753,0,1,1,2
C1468140370,1,0,1,2
M1837486154,0,1,1,2
C1444870216,1,0,1,3
C1833518317,1,0,1,3
C670546466,0,2,2,3
C511950233,1,0,1,2
C1064538128,0,1,1,2
C1042915576,1,0,1,2
C176942178,0,1,1,2
C1981474375,1,0,1,5
C1816856839,1,0,1,3
C1035277868,1,0,1,2
M1951897914,0,1,1,2
C1785564207,1,0,1,4
C1661214947,1,0,1,2
M1113430100,0,1,1,2
C1307566248,1,0,1,4
C781653255,1,0,1,2
M331708236,0,1,1,2
C1116761185,1,0,1,3
C1103264086,0,2,2,3
C786510371,1,0,1,3
C1047892047,1,0,1,2
C204044517,0,1,1,2
C305193842,1,0,1,2
M297680392,0,1,1,2
C1627233947,1,0,1,2
C794627124,0,1,1,2
C2091094440,1,0,1,2
C1285185904,0,1,1,2
C1381682331,1,0,1,2
M1653530498,0,1,1,2
C839914763,1,0,1,5
C120656769,1,0,1,2
M1586894910,0,1,1,2
C1600310358,1,0,1,2
C2099024390,0,1,1,2
C1111161807,1,0,1,2
M1848293899,0,1,1,2
C1671550235,1,0,1,2
M433453730,0,1,1,2
C1039339589,1,0,1,2
M1399078105,0,1,1,2
C1238731874,1,0,1,5
C1099695236,1,0,1,2
M1371684790,0,1,1,2
C821890960,1,0,1,2
M1490847984,0,1,1,2
C43251346,1,0,1,2
M725630811,0,1,1,2
C544167963,1,0,1,2
M800134608,0,1,1,2
C1403888619,1,0,1,2
C171577689,0,1,1,2
C1675019467,1,0,1,2
M643573167,0,1,1,2
C1770737229,1,0,1,2
M2065059969,0,1,1,2
C262005868,1,0,1,2
C1725804880,0,1,1,2
C2672198,1,0,1,2
C1972126725,0,1,1,2
C1732295414,1,0,1,2
C1415059428,0,1,1,2
C540107384,1,0,1,2
M444860767,0,1,1,2
C1386261296,1,0,1,3
C902894907,1,0,1,4
C414941823,1,0,1,2
C1564396267,0,1,1,2
C1925002843,1,0,1,3
C451059818,1,0,1,2
M1190905217,0,1,1,2
C1666835710,1,0,1,3
C425067986,1,0,1,3
C1979842464,1,0,1,2
C132099627,0,1,1,2
C1671488222,1,0,1,2
C733330270,0,1,1,2
C2058478084,1,0,1,2
M2092505726,0,1,1,2
C1287203464,1,0,1,4
C380153793,1,0,1,2
C619949121,0,1,1,2
C1408226810,1,0,1,2
M180258590,0,1,1,2
C577021306,1,0,1,2
C369810265,0,1,1,2
C1323520479,1,0,1,2
M273951806,0,1,1,2
C1328913202,1,0,1,2
M1999390881,0,1,1,2
C1755325232,1,0,1,2
M872015499,0,1,1,2
C1120819359,1,0,1,2
C1404405105,0,1,1,2
C777525665,1,0,1,2
C851306509,0,1,1,2
C69417171,1,0,1,2
M1151493002,0,1,1,2
C1557953263,1,0,1,2
C1300187606,0,1,1,2
C1856179361,1,0,1,2
C51711807,0,1,1,2
C878120485,1,0,1,2
C1579457773,0,1,1,2
C2025518520,1,0,1,3
C1424730689,1,0,1,3
C531869555,1,0,1,2
C1537554504,0,1,1,2
C2065287149,1,0,1,3
C87258018,1,0,1,3
C45836622,1,0,1,2
C1388175581,0,1,1,2
C417940572,1,0,1,2
C1148647730,0,1,1,2
C1761283868,1,0,1,2
M678889938,0,1,1,2
C1576205917,1,0,1,4
C1919783086,0,3,3,4
C2115396626,1,0,1,2
C333619382,0,1,1,2
C439509,1,0,1,2
M638888022,0,1,1,2
C412780187,1,0,1,2
M1076775708,0,1,1,2
C809678043,1,0,1,2
M478305083,0,1,1,2
C822995806,1,0,1,2
C749136382,0,1,1,2
C1940200213,1,0,1,2
M722601600,0,1,1,2
C1049385431,1,0,1,2
M1237019089,0,1,1,2
C743919812,1,0,1,2
C731293531,0,1,1,2
C2071659169,1,0,1,2
C1031506084,0,1,1,2
C73462138,1,0,1,5
C1373083003,1,0,1,2
C558745461,0,1,1,2
C1217586210,1,0,1,2
M391993502,0,1,1,2
C627336586,1,0,1,2
M292055655,0,1,1,2
C926933779,1,0,1,2
C2009444484,0,1,1,2
C1340652998,1,0,1,2
M223294229,0,1,1,2
C413185279,1,0,1,2
M1515524563,0,1,1,2
C1359618697,1,0,1,4
C687026594,1,0,1,3
C1006544647,1,0,1,2
C1744697921,0,1,1,2
C1912612283,1,0,1,4
C1952092937,1,0,1,3
C2127487644,1,0,1,2
M1045873087,0,1,1,2
C464623600,1,0,1,3
C2088764661,1,0,1,3
C782784717,1,0,1,2
C824141204,0,1,1,2
C1165109837,1,0,1,3
C889429072,0,2,2,3
C13523527,1,0,1,3
C645738658,1,0,1,2
C941296303,0,1,1,2
C1495405932,1,0,1,4
C392988188,1,0,1,2
M639304591,0,1,1,2
C134385126,1,0,1,3
C201361809,1,0,1,2
C1489126683,0,1,1,2
C842196453,1,0,1,2
C1963191597,0,1,1,2
C577352735,1,0,1,2
C61464406,0,1,1,2
C952488687,1,0,1,3
C599243730,0,2,2,3
C1778265660,1,0,1,2
C971239721,0,1,1,2
C2027847181,1,0,1,3
C756854314,1,0,1,2
M1620340818,0,1,1,2
C346672795,1,0,1,2
M11185992,0,1,1,2
C2113610778,1,0,1,2
C1400122177,0,1,1,2
C1748659907,1,0,1,2
C2098222901,0,1,1,2
C2131564422,1,0,1,3
C936355547,1,0,1,2
M1463411373,0,1,1,2
C1451917232,1,0,1,2
C1800663246,0,1,1,2
C1520164988,1,0,1,2
M1430871913,0,1,1,2
C245477283,1,0,1,3
C1228089603,1,0,1,2
M1722597073,0,1,1,2
C688418530,1,0,1,2
C1511512741,0,1,1,2
C1399522326,1,0,1,2
C509996363,0,1,1,2
C248792740,1,0,1,2
M16027400,0,1,1,2
C46626362,1,0,1,2
M1915320594,0,1,1,2
C162330394,1,0,1,2
C173612872,0,1,1,2
C2081438687,1,0,1,2
M1968300632,0,1,1,2
C41571629,1,0,1,2
C853275181,0,1,1,2
C291915698,1,0,1,2
M37078405,0,1,1,2
C751131383,1,0,1,3
C148247348,1,0,1,2
C2102502869,0,1,1,2
C1971147318,1,0,1,2
C195589276,0,1,1,2
C1288755044,1,0,1,4
C1547411484,1,0,1,3
